RedFighter,BlueFighter,RedOdds,BlueOdds,Winner,TitleBout,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,RedEloCurrent,BlueEloCurrent,WeightClass_Bantamweight,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_FEMALE,Gender_MALE,BlueStance_Open Stance,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_Switch ,RedStance_Open Stance,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,BetterRank_Blue,BetterRank_Red,BetterRank_neither
1958,397,0.6876876876876876,0.3128128128128128,1,False,3,0,3,0,20.0,0.503,0.3333,3.0,0.537,3,0,7,0,0,0,1,1,1,0,3,0.5915915915915916,0.514014014014014,0.6501501501501501,0,3,0,27.6667,0.453,1.0,1.6667,0.773,3,0,8,1,0,0,1,0,2,0,3,0.5865865865865866,0.511011011011011,0.6441441441441442,24,27,0,0,0,0,0,-1,-1,1,-1,0.0,0.0,-3,-7.6667,-0.6667,1.3333,0.8504667697617767,0.6535555059141425,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1722,59,0.5895895895895895,0.41291291291291293,0,False,3,0,2,0,5.23,0.63,0.3,0.17,1.0,2,0,5,5,0,0,1,1,0,0,2,0.9634634634634635,0.9564564564564564,0.8898898898898899,0,6,0,6.01,0.42,0.2,0.78,0.64,6,3,43,2,0,3,5,3,1,0,12,0.7767767767767768,0.8328328328328328,0.7877877877877878,31,34,0,-4,-4,-10,-3,-38,3,-2,-1,7.62,7.62,3,-0.78,0.1,-0.61,0.8502446718828434,0.8625602247023915,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
391,1892,0.44094094094094094,0.5445445445445445,1,False,3,3,0,0,2.13,0.37,0.2,0.62,0.15,1,3,13,0,0,0,0,1,0,0,1,0.21421421421421422,0.3278278278278278,0.2097097097097097,2,0,0,2.98,0.4,0.0,1.03,0.34,6,5,26,3,0,0,2,5,0,0,7,0.3108108108108108,0.06456456456456457,0.20770770770770772,31,32,1,0,-5,-6,-2,-13,-3,-4,0,-2.54,12.7,1,-0.85,0.2,-0.41,0.8500040913269248,0.005006150522364335,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1683,54,0.49949949949949946,0.5025025025025025,1,False,3,0,1,0,21.75,0.335,0.125,2.875,0.435,2,3,19,0,0,1,1,2,1,0,5,0.39139139139139134,0.514014014014014,0.6501501501501501,1,0,0,46.0,0.388,0.25,2.5,0.33,4,2,25,0,0,0,6,0,0,0,6,0.7767767767767768,0.6796796796796797,0.6441441441441442,34,30,1,1,-2,-1,-1,-6,0,2,1,-10.16,-5.08,4,-24.25,-0.125,0.375,0.8497645736493221,0.605679024541173,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1741,201,0.4239239239239239,0.5810810810810811,1,False,3,0,1,0,7.36,0.56,1.1,1.24,0.23,4,1,17,0,0,0,1,3,1,0,5,0.48998998998999,0.3278278278278278,0.33983983983983984,2,0,0,7.4,0.52,0.4,0.43,0.44,3,3,25,0,0,1,2,2,1,0,6,0.5865865865865866,0.7607607607607607,0.33583583583583587,30,32,-2,1,1,-1,-2,-8,0,1,0,-2.54,-12.7,2,-0.04,0.7,0.81,0.8493259478711812,0.7240156548996204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
613,1409,0.0935935935935936,0.9024024024024024,1,False,3,0,3,0,5.39,0.49,0.5,1.84,0.36,3,3,24,0,0,0,4,2,0,0,6,0.04704704704704705,0.012012012012012012,0.0,0,3,0,5.47,0.45,1.0,2.05,0.33,3,0,8,0,0,0,2,0,1,0,3,0.048548548548548544,0.1011011011011011,0.09109109109109109,23,32,0,0,0,3,3,16,0,2,-1,0.0,-10.16,9,-0.08,-0.5,-0.21,0.8491862274547904,0.806572191968378,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
507,942,0.26426426426426425,0.7342342342342343,1,True,5,0,3,0,40.0,0.307,0.0,0.6667,0.167,3,0,6,1,0,0,1,2,0,0,3,0.024524524524524523,0.1011011011011011,0.2097097097097097,0,2,0,59.3333,0.477,0.0,3.8333,0.428,2,2,22,2,0,1,3,0,0,0,4,0.024024024024024024,0.1011011011011011,0.09109109109109109,26,28,0,1,1,-1,2,-16,-1,2,0,0.0,0.0,-2,-19.3333,0.0,-3.1667,0.8491269777088021,0.7160400351293201,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
308,485,0.03741988542907379,0.970970970970971,1,False,3,0,5,0,28.4286,0.279,1.4286,1.5714,0.417,5,1,15,0,0,0,4,2,0,0,6,0.48998998998999,0.4239239239239239,0.33983983983983984,0,2,0,24.4,0.65,0.0,1.8,0.28,2,1,9,1,0,0,2,2,0,0,4,0.14414414414414414,0.1011011011011011,0.33583583583583587,27,28,0,3,3,2,0,6,-1,0,0,10.16,12.7,-1,4.0286,1.4286,-0.2286,0.8490160759454738,0.8913064630486084,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1267,191,0.12862862862862862,0.8683683683683684,1,False,3,0,1,0,4.39,0.45,0.3,0.0,0.0,2,1,10,0,0,1,2,0,0,0,3,0.48998998998999,0.6036036036036037,0.2097097097097097,0,2,0,5.69,0.48,1.0,2.25,0.44,2,2,12,0,0,0,2,1,1,0,4,0.3993993993993994,0.25475475475475473,0.20770770770770772,29,28,0,-1,0,-1,-1,-2,0,-1,-1,2.54,10.16,-1,-1.3,-0.7,-2.25,0.8488757012602612,0.44953452517387754,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
160,1977,0.3323323323323323,0.6606606606606606,1,False,3,0,2,0,13.0,0.507,0.45,3.14,0.43625,2,1,7,1,0,0,2,0,0,0,2,0.13763763763763764,0.22122122122122123,0.2097097097097097,1,0,0,17.89,0.553,1.71,2.29,0.61,3,1,7,0,0,0,1,2,0,0,3,0.14414414414414414,0.1011011011011011,0.20770770770770772,24,30,1,2,-1,-1,0,0,1,-2,0,0.0,6.35,-6,0.0,-1.26,0.85,0.8488344205578066,0.6451012440202771,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1108,12,0.18218218218218218,0.8408408408408408,1,False,3,0,1,0,57.0,0.76,2.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,0.30180180180180183,0.3278278278278278,0.482982982982983,0,3,0,27.3333,0.463,0.3333,1.0,0.11,3,0,7,0,0,0,1,1,1,0,3,0.49299299299299304,0.32932932932932935,0.476976976976977,24,29,0,-2,-2,-2,0,-5,0,0,-1,-5.08,0.0,-5,29.6667,1.6667,0.0,0.8486635597243326,0.44727537083672625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
989,655,0.4079079079079079,0.6291291291291292,1,True,5,2,0,0,59.0,0.424,0.4615,3.2308,0.295,5,4,47,6,0,0,6,2,1,0,9,0.13763763763763764,0.1921921921921922,0.33983983983983984,0,3,0,52.0,0.447,0.3333,1.6667,0.183,3,0,11,3,0,0,2,1,0,0,3,0.22522522522522523,0.32932932932932935,0.33583583583583587,26,31,-2,-3,2,6,-4,36,3,1,1,-2.54,-5.08,-5,7.0,0.1282,1.5641,0.8486010829334105,0.43803922776483645,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1729,2009,0.49949949949949946,0.5025025025025025,1,False,3,0,1,0,65.0,0.43,1.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,0.5915915915915916,0.514014014014014,0.6501501501501501,1,0,0,27.8333,0.492,0.5,1.1667,0.337,4,2,16,1,0,0,1,1,2,0,4,0.6821821821821821,0.511011011011011,0.6441441441441442,34,29,1,1,-3,-3,2,-13,-1,-1,-2,-2.54,0.0,5,37.1667,0.5,-1.1667,0.8484222837182338,0.40968715487233154,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1741,1230,0.31231231231231227,0.6751751751751751,1,False,3,0,2,0,5.60445,0.47,1.5,3.39,0.34,3,1,13,0,0,1,1,1,2,0,5,0.48998998998999,0.514014014014014,0.33983983983983984,0,2,0,42.556666666666665,0.5,0.2,0.36,1.0,3,1,16,0,0,1,2,1,1,0,5,0.5865865865865866,0.7607607607607607,0.33583583583583587,28,31,0,0,0,0,0,-3,0,0,1,-2.54,-7.62,-3,0.0,1.3,3.03,0.8481092326536525,0.8102700216205625,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1923,808,0.028528528528528527,0.9684684684684685,1,False,3,0,0,0,10.870000000000001,0.488,1.1800000000000002,0.604,0.47000000000000003,0,0,0,0,0,0,0,0,0,0,0,0.914914914914915,0.8913913913913913,0.482982982982983,0,2,0,23.0,0.475,0.5,0.75,0.135,4,2,14,0,0,0,0,3,3,0,6,0.5865865865865866,0.7607607607607607,0.6441441441441442,26,23,0,-2,-4,-6,2,-14,0,-3,-3,10.16,5.08,3,-23.0,-0.5,-0.75,0.847940968234706,0.30178950417167044,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
581,1519,0.6031031031031031,0.3983983983983984,0,False,3,0,1,0,3.55,0.43,0.3,0.29,0.27,3,4,30,0,0,1,2,4,1,0,8,0.5915915915915916,0.3278278278278278,0.482982982982983,1,0,0,4.01,0.43,0.1,0.49,0.44,4,7,52,0,1,1,5,6,0,0,14,0.5865865865865866,0.7607607607607607,0.476976976976977,33,35,1,1,-1,-6,3,-22,0,-2,1,0.0,-12.7,-2,-0.46,0.2,-0.2,0.8476894497966008,0.9367528933207235,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
269,1353,0.11461461461461461,0.8753753753753754,1,False,3,0,2,0,5.08,0.5,0.0,1.08,0.43,2,3,17,0,0,1,0,5,0,0,6,0.6901901901901902,0.6886886886886887,0.7902902902902903,0,5,0,3.61,0.6,0.5,1.56,0.6,5,0,13,0,0,0,4,1,0,0,5,0.7767767767767768,0.7607607607607607,0.7877877877877878,30,28,0,-3,-3,1,3,4,0,4,0,-2.54,-2.54,-2,1.47,-0.5,-0.48,0.8476553813510538,0.7001124747992231,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
682,1468,0.15365365365365366,0.8408408408408408,1,False,3,0,1,0,3.06,0.34,1.3,1.08,0.23,2,2,12,0,0,0,0,3,2,0,5,0.6901901901901902,0.8408408408408409,0.6501501501501501,0,3,0,6.04,0.49,0.4,0.85,0.5,3,0,6,0,0,0,1,1,1,0,3,0.5865865865865866,0.7607607607607607,0.6441441441441442,28,29,0,-2,-1,2,-2,6,0,2,1,2.54,2.54,-1,-2.98,0.9,0.23,0.8473701034277388,0.7318396459179872,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1112,345,0.4239239239239239,0.5540540540540541,1,False,3,3,0,0,6.05,0.5,0.0,0.0,0.0,4,3,9,0,0,0,0,4,0,0,4,0.914914914914915,0.8408408408408409,0.8898898898898899,0,3,0,3.84,0.39,0.1,0.0,0.0,3,5,25,1,0,1,1,5,0,0,7,0.7767767767767768,0.8328328328328328,0.8868868868868869,33,33,3,-3,1,-3,-2,-16,-1,-1,0,5.08,0.0,0,2.21,-0.1,0.0,0.8471481361619325,0.04386862458515993,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
871,1320,0.6626626626626626,0.33525405971712924,1,False,3,0,1,0,3.78,0.43,0.4,1.02,0.57,2,2,17,0,0,0,3,2,0,0,5,0.7832832832832832,0.7717717717717718,0.6501501501501501,0,3,0,2.41,0.43,0.8,3.08,0.44,3,0,4,0,0,0,0,2,1,0,3,0.3993993993993994,0.6796796796796797,0.6441441441441442,36,30,0,-2,-1,2,2,13,0,0,-1,10.16,2.54,-6,1.37,-0.4,-2.06,0.846945292888715,0.4927613157718871,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
985,816,0.16716716716716717,0.8568568568568569,1,False,3,0,1,0,46.6667,0.427,0.3333,0.3333,0.167,1,1,5,0,0,0,0,1,1,0,2,0.8538538538538538,0.6036036036036037,0.6501501501501501,0,2,0,46.4,0.534,0.8,2.0,0.55,2,1,14,0,0,0,3,0,1,0,4,0.5865865865865866,0.6796796796796797,0.6441441441441442,29,28,0,-1,-1,-2,0,-9,0,1,0,7.62,-2.54,1,0.2667,-0.4667,-1.6667,0.8469231729230182,0.4511909133835655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
900,81,0.555055055055055,0.44744744744744747,0,False,3,0,2,0,47.8182,0.483,0.8182,1.9091,0.455,4,3,29,0,0,0,4,1,3,0,8,0.21421421421421422,0.4239239239239239,0.2097097097097097,0,1,0,48.8571,0.379,0.0,0.7143,0.119,5,1,17,0,0,1,4,1,0,0,6,0.048548548548548544,0.1991991991991992,0.20770770770770772,29,29,0,1,-1,2,-2,12,0,0,3,7.62,7.62,0,-1.039,0.8182,1.1948,0.846808203298788,0.9694943929301442,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
553,1554,0.34984984984984985,0.6466466466466467,1,False,3,0,2,0,4.19,0.42,0.3,3.61,0.44,2,2,11,0,0,0,1,0,1,0,2,0.21421421421421422,0.3278278278278278,0.482982982982983,0,1,0,4.37,0.55,0.0,1.58,0.26,3,2,22,0,0,1,4,1,0,0,6,0.3993993993993994,0.32932932932932935,0.476976976976977,34,27,0,1,-1,-4,0,-11,0,-1,1,-5.08,0.0,-7,-0.18,0.3,2.03,0.8467966533032221,0.43245328192299753,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
90,1501,0.02162423798435415,0.9684684684684685,1,False,3,0,1,0,3.4,0.52,1.0,1.31,0.33,3,3,22,0,0,0,1,2,2,0,5,0.04704704704704705,0.06806806806806806,0.0,0,3,0,4.84,0.44,1.6,2.02,0.5,3,0,8,0,0,0,2,0,1,0,3,0.024024024024024024,0.1011011011011011,0.0,26,26,0,-2,0,2,3,14,0,2,1,2.54,-2.54,0,-1.44,-0.6,-0.71,0.8467013194520053,0.500171790811209,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
35,437,0.2732732732732733,0.7247247247247247,1,False,3,0,1,0,12.5,0.355,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,0.39139139139139134,0.3278278278278278,0.482982982982983,0,2,0,21.0,0.48,0.4,2.6,0.402,2,1,12,0,0,0,3,1,0,0,4,0.5865865865865866,0.6796796796796797,0.476976976976977,34,31,0,-1,-1,-3,0,-8,0,0,0,-5.08,-10.16,3,-8.5,-0.4,-2.6,0.8464483889797244,0.3185866446862569,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
900,1283,0.6031031031031031,0.3983983983983984,0,False,5,0,2,0,32.0,0.377,0.3333,0.3333,0.167,2,1,7,0,0,1,0,1,0,0,2,0.13763763763763764,0.14064064064064064,0.2097097097097097,0,5,0,56.0,0.432,0.0,1.0,0.166,5,0,13,0,0,1,3,1,0,0,5,0.048548548548548544,0.1991991991991992,0.20770770770770772,28,30,0,-3,-3,-3,-1,-6,0,0,0,5.08,-2.54,-2,-24.0,0.3333,-0.6667,0.8460780120217035,0.8275710146218593,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1279,1855,0.6721721721721722,0.3613613613613614,1,False,3,1,0,0,32.0909,0.506,0.4545,1.5455,0.219,4,4,27,0,0,1,3,3,0,0,7,0.6901901901901902,0.6886886886886887,0.7902902902902903,1,0,0,28.7,0.433,0.3,1.4,0.256,4,3,21,0,0,1,2,4,0,0,7,0.6821821821821821,0.511011011011011,0.7877877877877878,35,32,0,0,0,0,-1,6,0,-1,0,0.0,5.08,3,3.3909,0.1545,0.1455,0.845878359472908,0.8314153526960654,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1932,167,0.539039039039039,0.4629629629629629,1,False,3,0,1,0,3.67,0.47,0.0,1.35,0.61,1,3,15,0,0,0,2,1,0,0,3,0.48998998998999,0.4239239239239239,0.482982982982983,0,2,0,3.42,0.45,0.3,3.29,0.54,4,2,19,0,0,0,5,1,0,0,6,0.49299299299299304,0.511011011011011,0.476976976976977,38,29,0,-1,-3,-3,1,-4,0,0,0,0.0,-2.54,-9,0.25,-0.3,-1.94,0.8457536636996263,0.3279096489418571,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
42,956,0.18768768768768768,0.7812812812812813,1,False,3,2,0,0,2.95,0.39,0.4,0.22,0.2,2,4,14,0,0,0,1,2,0,0,3,0.21421421421421422,0.4239239239239239,0.2097097097097097,2,0,1,3.45,0.35,0.4,0.61,0.23,4,3,25,0,0,1,3,3,0,0,7,0.14414414414414414,0.06456456456456457,0.33583583583583587,32,43,0,0,-2,-4,1,-11,0,-1,0,2.54,15.24,11,-0.5,0.0,-0.39,0.8455958705865697,0.10213002954913361,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
701,1676,0.15715715715715717,0.8683683683683684,1,False,5,0,1,0,22.0,0.371,0.2727,1.8182,0.231,5,3,23,1,0,0,4,3,1,0,8,0.8538538538538538,0.6886886886886887,0.8898898898898899,0,4,0,48.0,0.515,0.75,2.25,0.625,4,0,7,0,0,0,1,0,2,1,4,0.8543543543543544,0.8328328328328328,0.8868868868868869,33,30,0,-3,1,4,-3,16,1,2,-1,0.0,-5.08,3,-26.0,-0.4773,-0.4318,0.8453780470623804,0.3199647693941845,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
571,1894,0.4079079079079079,0.6291291291291292,1,False,3,0,0,0,48.281349999999996,0.564,0.8243571428571429,1.1509714285714285,0.18133333333333335,0,0,0,0,0,0,0,0,0,0,0,0.914914914914915,0.7717717717717718,0.7902902902902903,1,0,0,23.4615,0.531,0.9231,2.0769,0.555,3,6,27,1,0,0,1,2,4,0,7,0.7767767767767768,0.8853853853853854,0.8868868868868869,32,32,1,0,-3,-7,6,-27,-1,-2,-4,5.08,-5.08,0,-23.4615,-0.9231,-2.0769,0.8453193560921419,0.3012179366869851,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
58,713,0.7717717717717718,0.22922922922922923,0,False,3,1,0,0,18.3,0.63,0.7,1.0,0.625,4,3,21,0,0,0,1,0,6,0,7,0.5915915915915916,0.514014014014014,0.6501501501501501,0,2,0,26.1538,0.507,0.5385,2.0,0.288,3,4,28,0,0,0,2,4,3,0,9,0.5865865865865866,0.8328328328328328,0.6441441441441442,30,30,-1,-2,1,-2,1,-7,0,-4,3,0.0,-10.16,0,-7.8538,0.1615,-1.0,0.8448831264439148,0.9402502753891988,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
56,915,0.7987987987987988,0.18268268268268267,0,False,3,0,1,0,4.25,0.36,0.0,1.69,0.44,3,4,23,0,0,1,0,5,0,0,6,0.48998998998999,0.8408408408408409,0.6501501501501501,0,1,0,4.96,0.41,0.4,0.36,0.26,4,5,44,0,0,1,7,2,2,0,12,0.5865865865865866,0.511011011011011,0.6441441441441442,33,29,0,0,-1,-6,-1,-21,0,3,-2,-2.54,10.16,-4,-0.71,-0.4,1.33,0.8448593058644069,0.8552818800708372,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
969,1934,0.21321321321321324,0.7677677677677677,1,False,3,0,2,0,4.17,0.37,0.0,0.14,0.25,2,4,17,0,0,0,2,1,0,0,3,0.39139139139139134,0.3278278278278278,0.2097097097097097,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,0.3108108108108108,0.32932932932932935,0.20770770770770772,28,31,0,0,0,-3,1,-9,0,-1,0,2.54,0.0,3,-0.37,-0.1,-0.27,0.8446775831837513,0.3355289166966902,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1349,806,0.13263263263263264,0.8253253253253253,1,False,3,0,1,0,3.38,0.44,0.6,1.56,0.41,3,6,44,0,0,1,4,2,5,0,12,0.5915915915915916,0.6036036036036037,0.6501501501501501,0,4,0,5.42,0.48,0.0,1.16,0.41,4,0,10,0,0,0,2,2,0,0,4,0.6821821821821821,0.947947947947948,0.6441441441441442,24,29,0,-3,-1,8,6,34,0,0,5,-2.54,-15.24,5,-2.04,0.6,0.4,0.8445343071248991,0.8499635238643779,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
692,51,0.24374374374374375,0.7432432432432432,1,False,3,0,2,0,4.21,0.49,0.7,0.54,0.68,5,11,71,0,0,3,7,2,4,0,16,0.48998998998999,0.6036036036036037,0.33983983983983984,1,0,0,3.92,0.42,0.2,0.21,0.33,7,2,25,0,0,2,2,3,0,0,7,0.6821821821821821,0.6796796796796797,0.33583583583583587,35,35,-1,2,-2,9,9,46,0,-1,4,-5.08,-2.54,0,0.29,0.5,0.33,0.8441162442053957,0.8605173749016016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2008,1891,0.8518518518518519,0.14564564564564564,1,False,3,0,2,0,55.5,0.69,0.0,2.5,0.5,2,0,5,0,0,0,0,2,0,0,2,0.6901901901901902,0.6886886886886887,0.7902902902902903,0,1,0,28.9,0.34,0.6,0.7,0.219,2,3,22,0,0,0,3,1,3,0,7,0.6821821821821821,0.7607607607607607,0.7877877877877878,34,26,0,1,0,-5,3,-17,0,1,-3,0.0,-2.54,8,26.6,-0.6,1.8,0.8439332211420355,0.5990102880077256,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1061,391,0.7427427427427428,0.25875875875875876,1,False,3,1,0,0,2.98,0.4,0.0,1.03,0.34,6,4,25,3,0,0,2,5,0,0,7,0.30180180180180183,0.06806806806806806,0.2097097097097097,0,1,0,4.56,0.39,0.0,0.61,0.33,3,2,18,1,0,1,3,1,0,0,5,0.048548548548548544,0.25475475475475473,0.09109109109109109,28,30,1,-1,3,2,2,7,2,4,0,10.16,-10.16,2,-1.58,0.0,0.42,0.8439298049267893,0.8708042520134459,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
74,60,0.36286286286286284,0.6291291291291292,1,False,3,1,0,0,4.19,0.46,0.8,2.04,0.46,4,2,14,1,0,0,2,2,3,0,7,0.13763763763763764,0.06806806806806806,0.09259259259259259,0,2,0,4.41,0.49,0.8,2.61,0.47,3,3,26,3,0,1,2,2,3,0,8,0.08408408408408408,0.14614614614614613,0.09109109109109109,32,30,1,-2,1,-1,-1,-12,-2,0,0,2.54,-5.08,-2,-0.22,0.0,-0.57,0.8439266881802853,0.8940635095717372,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1219,1948,0.12862862862862862,0.8458458458458458,1,False,3,1,0,0,4.79,0.48,0.1,0.56,0.33,3,4,20,1,0,2,0,3,0,0,5,0.8538538538538538,0.7717717717717718,0.8898898898898899,0,6,0,3.64,0.53,0.0,1.02,0.31,6,1,15,1,0,0,2,4,0,0,6,0.9184184184184183,0.7607607607607607,0.8868868868868869,29,32,1,-6,-3,-1,3,5,0,-1,0,-2.54,0.0,3,1.15,0.1,-0.46,0.8434831213008268,0.5007195471671662,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1999,727,0.8773773773773774,0.14564564564564564,1,False,3,0,1,0,25.0,0.425,0.0,1.0,0.25,1,1,4,0,0,0,0,1,0,0,1,0.39139139139139134,0.4239239239239239,0.7902902902902903,0,2,0,28.125,0.399,0.5,1.5,0.394,4,4,44,1,0,1,6,4,0,1,12,0.8543543543543544,0.7607607607607607,0.6441441441441442,31,35,0,-1,-3,-11,3,-40,-1,-4,0,-12.7,-10.16,-4,-3.125,-0.5,-0.5,0.843434841766461,0.33232205449477886,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
709,1932,0.1086086086086086,0.8888888888888888,1,False,3,0,4,0,36.0,0.372,0.2,3.4,0.326,4,1,11,0,0,0,3,1,0,0,4,0.48998998998999,0.514014014014014,0.482982982982983,0,4,0,25.75,0.518,0.25,2.5,0.355,4,0,7,0,0,0,1,2,1,0,4,0.22522522522522523,0.42342342342342343,0.476976976976977,31,35,0,0,0,0,-1,4,0,-1,-1,7.62,2.54,-4,10.25,-0.05,0.9,0.8434076749322384,0.7639940775784353,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
