RedFighter,BlueFighter,RedOdds,BlueOdds,Winner,TitleBout,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,RedEloCurrent,BlueEloCurrent,WeightClass_Bantamweight,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_FEMALE,Gender_MALE,BlueStance_Open Stance,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_Switch ,RedStance_Open Stance,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,BetterRank_Blue,BetterRank_Red,BetterRank_neither
335,1143,0.9099099099099099,0.1101101101101101,1,False,3,1,0,0,16.0,0.37,0.0,5.0,0.55,0,1,3,0,0,0,0,0,0,0,0,0.39139139139139134,0.6036036036036037,0.2097097097097097,1,0,0,27.5,0.635,0.5,1.5,0.665,1,1,6,0,0,0,1,0,0,0,1,0.14414414414414414,0.1011011011011011,0.09109109109109109,28,25,0,0,-1,-1,0,-3,0,0,0,7.62,17.78,3,-11.5,-0.5,3.5,0.390391892776937,0.1640124217688115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1343,985,0.9444444444444444,0.06656656656656657,0,False,3,0,1,0,50.0,0.37,0.0,6.0,0.75,1,0,3,0,0,0,1,0,0,0,1,0.5915915915915916,0.6886886886886887,0.6501501501501501,0,2,0,7.0,0.35,1.5,1.0,0.265,2,0,3,1,0,0,0,0,2,0,2,0.7767767767767768,0.7607607607607607,0.6441441441441442,25,28,0,-1,-1,-1,0,0,-1,0,-2,-5.08,-2.54,-3,43.0,-1.5,5.0,0.390386420078303,0.7799390418316192,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
642,1866,0.18768768768768768,0.8358358358358358,1,False,3,2,0,0,25.3077,0.518,0.3077,2.1154,0.523,6,11,62,10,0,2,3,7,2,1,15,0.914914914914915,0.6886886886886887,0.8898898898898899,1,0,0,50.7857,0.36,0.5714,0.7143,0.209,3,5,34,3,0,1,5,1,2,0,9,0.9184184184184183,0.8853853853853854,0.8868868868868869,33,37,-1,0,3,6,-6,28,7,7,0,0.0,-7.62,-4,-25.478,-0.2637,1.4011,0.39023007107641844,0.01771847463772273,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1173,52,0.0016683350016683351,0.9989563113664692,1,False,3,2,0,0,32.75,0.618,0.75,1.75,0.493,1,3,10,0,0,0,0,0,1,0,1,0.024524524524524523,0.02302302302302302,0.0,0,0,0,3.9,0.455,1.375,2.3225,0.5975,0,0,0,0,0,0,0,0,0,0,0,0.08408408408408408,0.02102102102102102,0.0,27,39,-2,0,1,1,-3,10,0,0,1,-5.08,0.0,-12,32.75,0.75,1.75,0.390222193247682,0.020505614948061152,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
1233,711,0.18218218218218218,0.7897897897897899,1,False,3,2,0,0,3.2,0.54,0.2,2.04,0.5,1,4,12,0,0,0,2,0,0,0,2,0.13763763763763764,0.1921921921921922,0.2097097097097097,1,0,0,4.84,0.5,0.9,1.73,0.66,0,1,1,0,0,0,0,0,0,0,0,0.49299299299299304,0.32932932932932935,0.20770770770770772,25,41,1,0,1,2,3,11,0,0,0,-10.16,-5.08,16,-1.64,-0.7,0.31,0.38976483513072707,0.0201564555723697,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1873,1839,0.09109109109109109,0.9054054054054055,1,False,3,2,0,0,74.0,0.345,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,0.30180180180180183,0.4239239239239239,0.2097097097097097,1,0,0,34.5,0.53,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,0.22522522522522523,0.1991991991991992,0.20770770770770772,24,31,-1,0,-1,-1,-1,1,0,-1,0,2.54,7.62,-7,39.5,0.0,-0.5,0.3895358142297486,0.014056469298238708,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1307,66,0.7852852852852852,0.24474474474474472,0,False,3,0,2,0,9.5,0.3,1.25,0.75,0.29,2,1,5,0,0,0,0,1,2,0,3,0.9854854854854855,0.9564564564564564,0.8898898898898899,1,0,0,32.8333,0.407,0.0,1.8333,0.459,5,3,26,0,1,0,2,5,0,0,9,0.7767767767767768,0.8328328328328328,0.8868868868868869,34,24,1,2,-3,-6,2,-21,0,-4,2,10.16,7.62,10,-23.3333,1.25,-1.0833,0.3895176300792974,0.7791514363692114,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
85,522,0.30180180180180183,0.6876876876876876,0,False,3,0,1,0,3.12,0.55,0.1,3.03,0.42,2,4,21,0,0,0,5,0,0,0,5,0.6901901901901902,0.7717717717717718,0.8898898898898899,0,2,0,5.07,0.48,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,0.6821821821821821,0.8328328328328328,0.8868868868868869,32,30,0,-1,0,3,4,19,0,-2,0,0.0,-2.54,-2,-1.95,0.1,3.03,0.38937162271202164,0.755657585737851,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1404,721,0.14564564564564564,0.8103103103103103,1,False,3,1,0,0,5.19,0.47,0.2,0.66,0.12,1,3,11,0,0,0,1,0,1,0,2,0.04704704704704705,0.0055055055055055055,0.0,1,0,0,4.56,0.5,0.0,0.33,0.14,1,1,6,0,0,1,0,0,0,0,1,0.024024024024024024,0.06456456456456457,0.0,29,31,0,0,0,1,2,5,0,0,1,2.54,-10.16,2,0.63,0.2,0.33,0.38937065029336293,0.019906803380139736,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True
1052,44,0.6531531531531531,0.3433433433433433,0,False,3,0,1,0,46.0,0.3,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,0.9634634634634635,0.9284284284284284,0.8898898898898899,0,3,0,50.6667,0.347,0.3333,0.3333,0.333,3,0,7,0,0,1,1,0,1,0,3,0.964964964964965,0.9724724724724725,0.8868868868868869,29,26,0,-2,-2,-2,0,-4,0,0,-1,0.0,-5.08,3,-4.6667,-0.3333,-0.3333,0.3892891324078156,0.7787172326292079,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1634,1405,0.4774774774774775,0.5645645645645645,1,False,3,1,0,0,4.0,0.28,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,0.21421421421421422,0.14064064064064064,0.482982982982983,1,0,0,30.5,0.415,0.5,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,0.22522522522522523,0.42342342342342343,0.476976976976977,33,32,0,0,-1,-1,0,-1,0,0,-1,0.0,-10.16,1,-26.5,-0.5,1.0,0.3889985150779512,0.0721122720814065,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
639,1197,0.39789789789789787,0.5810810810810811,1,False,3,0,1,0,6.03,0.57,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0.48998998998999,0.25075075075075076,0.33983983983983984,1,0,0,6.48,0.42,0.8,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,0.7767767767767768,0.8328328328328328,0.33583583583583587,27,29,-1,1,0,0,-1,-3,0,0,0,-7.62,-17.78,2,-0.45,-0.8,0.0,0.3889481453781536,0.1639981072244947,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
145,957,0.4079079079079079,0.3892493593073456,1,False,3,1,0,0,2.44,0.36,1.8,2.4,0.25,1,3,12,0,0,0,1,0,1,0,2,0.39139139139139134,0.4239239239239239,0.2097097097097097,1,0,0,5.31,0.5,0.0,1.45,0.46,2,3,11,0,0,0,1,1,0,0,2,0.22522522522522523,0.25475475475475473,0.20770770770770772,30,30,0,0,-1,0,0,1,0,-1,1,5.08,5.08,0,-2.87,1.8,0.95,0.3885060249449933,0.06925087886366481,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1272,916,0.2927927927927928,0.7012012012012012,1,False,3,2,0,0,33.5,0.263,0.25,0.5,0.25,1,3,9,0,0,1,0,0,0,0,1,0.13763763763763764,0.1921921921921922,0.2097097097097097,0,1,0,13.5,0.53,0.5,1.0,0.33,1,1,4,0,0,0,0,0,1,0,1,0.14414414414414414,0.06456456456456457,0.20770770770770772,24,27,-2,-1,0,0,-2,5,0,0,-1,0.0,7.62,-3,20.0,-0.25,-0.5,0.3883131892312077,0.05344115588413683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
54,1722,0.6531531531531531,0.3433433433433433,0,False,3,0,1,0,45.75,0.385,0.75,1.75,0.583,2,1,10,0,0,1,1,0,1,0,3,0.7832832832832832,0.8408408408408409,0.6501501501501501,0,1,0,24.75,0.35,0.0,4.0,0.535,2,1,10,0,0,1,1,1,0,0,3,0.3993993993993994,0.511011011011011,0.6441441441441442,28,24,0,0,0,0,0,0,0,-1,1,10.16,10.16,4,21.0,0.75,-2.25,0.38791742364273407,0.7779405708787942,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1580,860,0.21321321321321324,0.7812812812812813,1,False,3,3,0,0,3.71,0.46,0.0,2.83,0.52,0,3,9,0,0,0,0,0,0,0,0,0.21421421421421422,0.14064064064064064,0.2097097097097097,0,1,0,1.12,0.43,1.8,4.39,0.38,1,0,3,0,0,0,1,0,0,0,1,0.3993993993993994,0.14614614614614613,0.20770770770770772,18,29,3,-1,-1,-1,3,6,0,0,0,-5.08,0.0,11,2.59,-1.8,-1.56,0.38780678193547474,0.018201068160635804,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1169,698,0.7852852852852852,0.21671671671671672,1,False,3,0,1,0,19.0,0.29,0.0,2.5,0.355,1,1,4,0,0,0,1,0,0,0,1,0.13763763763763764,0.1921921921921922,0.2097097097097097,1,0,0,45.0,0.597,0.0,0.3333,0.047,1,2,7,0,0,0,1,0,0,0,1,0.22522522522522523,0.06456456456456457,0.20770770770770772,36,29,1,1,0,0,1,-3,0,0,0,-2.54,7.62,7,-26.0,0.0,2.1667,0.38773567628721184,0.07908244499929332,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
125,441,0.4153881242488837,0.6196196196196196,1,False,3,2,0,0,26.3333,0.333,0.0,0.3333,0.208,4,2,16,1,0,2,1,1,0,0,4,0.6901901901901902,0.6886886886886887,0.6501501501501501,1,0,0,21.625,0.46,0.375,1.125,0.291,3,3,14,0,0,0,0,5,0,0,5,0.8543543543543544,0.9209209209209208,0.8868868868868869,27,28,-1,0,1,-1,1,2,1,-4,0,-5.08,-10.16,-1,4.7083,-0.375,-0.7917,0.3875271392629997,0.017740076060879885,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
546,508,0.5285285285285285,0.517017017017017,0,False,3,1,0,0,21.1538,0.448,1.0,1.9231,0.338,5,4,32,1,0,0,4,0,5,0,9,0.7832832832832832,0.514014014014014,0.6501501501501501,0,1,0,30.0,0.503,0.5,3.0,0.626,3,2,22,0,0,1,4,1,0,0,6,0.8543543543543544,0.8328328328328328,0.6441441441441442,30,34,-1,-1,2,3,-2,10,1,-1,5,-2.54,-10.16,-4,-8.8462,0.5,-1.0769,0.38740352247347754,0.6667569732075672,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
288,515,0.7292292292292293,0.2649836887246959,1,False,3,1,0,0,4.59,0.5,0.0,3.99,0.58,0,1,1,0,0,0,0,0,0,0,0,0.13763763763763764,0.25075075075075076,0.09259259259259259,1,0,0,4.11,0.46,0.2,1.08,0.17,2,1,7,0,0,2,0,0,0,0,2,0.3108108108108108,0.14614614614614613,0.09109109109109109,29,30,0,0,-2,-2,0,-6,0,0,0,-5.08,5.08,1,0.48,-0.2,2.91,0.3873618458051531,0.0641060201792385,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
707,1024,0.6531531531531531,0.3433433433433433,1,False,3,1,0,0,7.09,0.55,0.0,0.91,0.66,1,1,6,0,0,0,0,1,0,0,1,0.9854854854854855,0.9764764764764764,1.0,0,1,0,4.77,0.49,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,0.985985985985986,0.9724724724724725,1.0,30,27,-1,-1,0,0,0,3,0,0,0,0.0,0.0,3,2.32,0.0,0.91,0.3873571815163081,0.14817183422135027,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
756,1867,0.2842842842842843,0.7127127127127127,1,False,3,1,0,0,28.0,0.38,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0.5915915915915916,0.7327327327327328,0.8898898898898899,1,0,0,20.75,0.448,0.25,1.25,0.415,1,3,10,0,0,0,0,0,1,0,1,0.6821821821821821,0.8328328328328328,0.8868868868868869,32,34,0,0,-1,-1,2,-7,0,0,-1,-2.54,-5.04,-2,7.25,-0.25,-1.25,0.38722891241983703,0.06006303596108872,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1030,486,0.14964964964964966,0.8458458458458458,1,False,3,3,0,0,14.6667,0.473,0.0,0.6667,0.233,0,3,5,0,0,0,0,0,0,0,0,0.6901901901901902,0.6886886886886887,0.7902902902902903,0,0,0,4.85,0.45,2.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.8543543543543544,0.7607607607607607,0.7877877877877878,27,26,-3,0,0,0,-3,5,0,0,0,-5.08,-2.54,1,14.6667,0.0,0.6667,0.38716321543664234,0.016780976403326802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
265,1938,0.39789789789789787,0.5645645645645645,1,False,3,1,0,0,5.48,0.43,0.0,0.36,0.11,1,1,5,0,0,0,0,1,0,0,1,0.21421421421421422,0.3278278278278278,0.2097097097097097,0,1,0,5.24,0.57,0.2,0.0,0.0,1,2,11,0,0,1,0,2,0,0,3,0.14414414414414414,0.1991991991991992,0.09109109109109109,32,27,1,-1,0,-2,-1,-6,0,-1,0,2.54,5.08,-5,0.24,-0.2,0.36,0.3869651032595892,0.057639595860733535,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
887,1269,0.22622622622622623,0.8053053053053053,0,False,3,0,1,0,85.0,0.38,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,0.13763763763763764,0.1921921921921922,0.2097097097097097,0,3,0,75.25,0.613,0.75,1.5,0.718,3,1,9,0,0,1,1,0,1,0,3,0.0045045045045045045,0.00950950950950951,0.0,23,37,0,-2,-2,-2,1,-6,0,0,-1,12.7,15.24,-14,9.75,-0.75,-1.5,0.3866992815016751,0.7507420317963615,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1185,1548,0.4239239239239239,0.5810810810810811,1,False,3,2,0,0,38.5,0.24,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,0.21421421421421422,0.06806806806806806,0.09259259259259259,0,0,0,4.81,0.5,0.6,0.34,0.37,0,0,0,0,0,0,0,0,0,0,0,0.14414414414414414,0.25475475475475473,0.09109109109109109,25,30,-2,0,0,0,-2,5,0,0,0,2.54,-10.16,-5,38.5,0.0,0.0,0.3861091770772609,0.015589833303965019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
1612,1107,0.36286286286286284,0.6291291291291292,1,False,3,2,0,0,2.68,0.34,0.0,3.66,0.5,0,2,4,0,0,0,0,0,0,0,0,0.13763763763763764,0.3278278278278278,0.2097097097097097,1,0,0,4.63,0.37,0.5,0.89,0.25,1,2,9,0,0,1,0,0,0,0,1,0.3993993993993994,0.42342342342342343,0.20770770770770772,29,29,1,0,-1,-1,0,-5,0,0,0,-7.62,-2.54,0,-1.95,-0.5,2.77,0.3856379891700393,0.1639236121610342,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
197,1576,0.8698698698698699,0.1226226226226226,0,False,3,0,1,0,49.6,0.494,1.0,1.2,0.632,1,2,12,0,0,0,1,0,2,0,3,0.21421421421421422,0.14064064064064064,0.2097097097097097,1,0,0,58.25,0.583,0.0,0.25,0.063,3,1,9,1,0,1,1,1,0,0,3,0.08408408408408408,0.03853853853853854,0.20770770770770772,32,27,1,1,-2,0,-1,3,-1,-1,2,5.08,7.62,5,-8.65,1.0,0.95,0.3855593456644293,0.7637619937840207,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1824,1566,0.5895895895895895,0.41291291291291293,1,False,3,2,0,0,3.87,0.57,0.0,1.81,0.19,0,2,6,0,0,0,0,0,0,0,0,0.21421421421421422,0.1011011011011011,0.2097097097097097,0,0,0,3.2,0.55,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.14414414414414414,0.1991991991991992,0.20770770770770772,24,34,2,0,0,0,2,6,0,0,0,2.54,-5.08,10,0.67,-1.0,1.81,0.3854199906904503,0.014221810267513537,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
1652,515,0.34034034034034033,0.42992992992992995,1,False,3,2,0,0,4.59,0.5,0.0,3.99,0.58,0,2,4,0,0,0,0,0,0,0,0,0.13763763763763764,0.25075075075075076,0.09259259259259259,1,0,0,2.0,0.41,1.8,1.2,0.5,0,1,3,0,0,0,0,0,0,0,0,0.14414414414414414,0.06456456456456457,0.09109109109109109,24,31,1,0,0,0,1,1,0,0,0,0.0,10.16,7,2.59,-1.8,2.79,0.38538553493247335,0.01401491201077289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
945,1125,0.11461461461461461,0.8843843843843844,1,False,3,2,0,0,11.0,0.325,0.0,1.0,0.5,0,2,3,1,0,0,0,0,0,0,0,0.6901901901901902,0.8408408408408409,0.6501501501501501,1,0,0,46.2,0.412,0.6,2.8,0.388,4,1,13,0,0,0,3,1,0,0,4,0.7767767767767768,0.7607607607607607,0.6441441441441442,23,29,-1,0,-4,-4,-1,-10,1,-1,0,-2.54,2.54,-6,-35.2,-0.6,-1.8,0.38538538538538536,0.014014014014014014,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1615,105,0.2197197197197197,0.7602602602602602,1,False,3,1,0,0,2.9,0.51,0.0,1.12,0.27,1,2,6,0,0,0,1,0,0,0,1,0.6901901901901902,0.8408408408408409,0.6501501501501501,0,0,0,4.17,0.54,0.2,4.43,0.46,0,0,0,0,0,0,0,0,0,0,0,0.6821821821821821,0.6796796796796797,0.6441441441441442,30,33,1,0,1,1,2,6,0,0,0,0.0,5.08,3,-1.27,-0.2,-3.31,0.38538538538538536,0.014014014014014014,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
485,1361,0.8608608608608608,0.1341341341341341,1,False,3,3,0,0,20.6667,0.347,1.6667,0.6667,0.5,0,3,9,0,0,0,0,0,0,0,0,0.13763763763763764,0.1921921921921922,0.33983983983983984,1,0,0,0.0,0.0,0.0,1.0,0.75,1,1,2,0,0,0,0,1,0,0,1,0.49299299299299304,0.42342342342342343,0.33583583583583587,27,35,-2,0,-1,-1,-2,7,0,-1,0,-10.16,-7.62,-8,20.6667,1.6667,-0.3333,0.38527600947887436,0.059103710936319206,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
355,244,0.511162836476644,0.534899403220014,0,False,3,0,1,0,27.2,0.396,0.4,0.0,0.0,2,2,13,0,0,0,2,0,1,0,3,0.7832832832832832,0.6886886886886887,0.8898898898898899,0,3,0,28.9375,0.448,0.5,0.9375,0.411,5,5,35,0,0,1,2,6,2,0,11,0.5865865865865866,0.6796796796796797,0.7877877877877878,30,30,0,-2,-3,-8,3,-22,0,-6,-1,5.08,0.0,0,-1.7375,-0.1,-0.9375,0.38527600947887436,0.7627644337582793,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1849,1772,0.38788788788788786,0.6466466466466467,1,False,3,1,0,0,37.9333,0.468,0.6667,0.6,0.187,3,6,37,0,0,0,4,2,2,1,9,0.21421421421421422,0.3278278278278278,0.482982982982983,1,0,0,19.9,0.443,1.3,2.6,0.51,2,5,25,0,0,0,3,0,2,0,5,0.22522522522522523,0.1991991991991992,0.33583583583583587,26,35,0,0,1,4,-1,12,0,3,0,0.0,5.08,-9,18.0333,-0.6333,-2.0,0.38527317939165,0.05890454196512838,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1460,1855,0.8648648648648649,0.15465465465465467,0,False,3,0,1,0,26.5714,0.509,0.2857,1.5714,0.214,1,3,15,0,0,0,2,2,0,0,4,0.6901901901901902,0.6886886886886887,0.7902902902902903,0,2,0,49.5,0.455,0.5,2.5,0.5,2,0,6,0,0,0,1,0,1,0,2,0.6821821821821821,0.6796796796796797,0.7877877877877878,32,30,0,-1,-1,2,-3,9,0,2,-1,0.0,0.0,2,-22.9286,-0.2143,-0.9286,0.38516447011066424,0.7608336004576299,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1462,759,0.2732732732732733,0.7127127127127127,1,False,3,1,0,0,3.66,0.38,0.0,0.6,0.5,1,3,7,0,0,0,0,1,0,0,1,0.7832832832832832,0.6036036036036037,0.8898898898898899,0,1,0,3.58,0.41,0.0,1.02,0.28,1,1,6,0,0,1,0,0,0,0,1,0.6821821821821821,0.9209209209209208,0.8868868868868869,27,37,1,-1,0,0,2,1,0,1,0,2.54,-12.7,10,0.08,0.0,-0.42,0.3844554106699983,0.007804330467450724,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
499,673,0.2927927927927928,0.7432432432432432,1,False,3,2,0,0,25.5,0.43,1.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,0.6901901901901902,0.514014014014014,0.482982982982983,1,0,0,41.0,0.33,2.0,3.0,0.37,0,1,3,0,0,0,0,0,0,0,0,0.3993993993993994,0.511011011011011,0.476976976976977,26,33,-1,0,0,0,-1,1,0,0,0,7.62,0.0,-7,-15.5,-1.0,-3.0,0.38376280396751355,0.012014073575856097,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1319,1717,0.25475475475475473,0.7432432432432432,0,False,3,0,0,0,72.83333333333333,0.35600000000000004,0.6111,0.6111,0.20166666666666666,0,0,0,0,0,0,0,0,0,0,0,0.6901901901901902,0.8408408408408409,0.6501501501501501,0,2,0,45.3333,0.597,0.6667,3.6667,0.57,3,1,17,0,0,0,3,1,0,0,5,0.7767767767767768,0.6796796796796797,0.6441441441441442,24,34,0,-2,-3,-5,1,-17,0,-1,0,-2.54,5.08,-10,-45.3333,-0.6667,-3.6667,0.38376280396751355,0.6406406406406406,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1861,985,0.6721721721721722,0.3273273273273273,0,False,3,0,0,0,38.00581538461539,0.4877692307692308,0.44037692307692305,1.7491384615384613,0.49246153846153845,0,0,0,0,0,0,0,0,0,0,0,0.5915915915915916,0.6886886886886887,0.6501501501501501,0,2,0,54.5,0.545,0.0,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,0.8543543543543544,0.7607607607607607,0.6441441441441442,29,28,0,-2,-2,-2,0,-4,0,-1,0,-7.62,-2.54,1,-54.5,0.0,0.0,0.38376280396751355,0.6406406406406406,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
628,1062,0.7427427427427428,0.25875875875875876,1,False,3,0,1,0,43.3333,0.47,0.6667,2.6667,0.833,1,2,8,0,0,0,0,0,1,0,1,0.04704704704704705,0.06806806806806806,0.0,1,0,0,18.0,0.58,2.0,0.5,0.5,1,1,5,0,0,0,0,0,1,0,1,0.048548548548548544,0.06456456456456457,0.0,31,25,1,1,0,0,-1,3,0,0,0,0.0,0.0,6,25.3333,-1.3333,2.1667,0.38376280396751355,0.012014073575856097,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True
473,444,0.7562562562562563,0.27127127127127126,0,False,3,0,2,0,38.6667,0.58,0.0,1.6667,0.497,2,1,7,0,0,0,1,1,0,0,2,0.21421421421421422,0.4239239239239239,0.33983983983983984,0,2,0,47.5,0.465,1.5,0.5,0.165,2,0,4,0,0,0,1,0,1,0,2,0.6821821821821821,0.5980980980980981,0.33583583583583587,30,27,0,0,0,0,-1,3,0,1,-1,-12.7,-5.08,3,-8.8333,-1.5,1.1667,0.38364850250817234,0.7524210756617659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1968,1327,0.7852852852852852,0.21671671671671672,0,False,3,1,0,0,3.26,0.52,0.0,0.21,0.16,1,2,8,0,0,0,0,1,0,0,1,0.914914914914915,0.9284284284284284,0.8898898898898899,0,2,0,2.62,0.56,0.4,1.78,0.4,3,1,14,0,0,0,2,3,0,0,5,0.49299299299299304,0.5980980980980981,0.8868868868868869,33,37,1,-2,-2,-4,1,-6,0,-2,0,12.7,12.7,4,0.64,-0.4,-1.57,0.38340045008740276,0.4684264883745132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
