RedFighter,BlueFighter,Winner,TitleBout,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,RedEloCurrent,BlueEloCurrent,EloDiff,WeightClass_Bantamweight,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_FEMALE,Gender_MALE,BlueStance_Open Stance,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,RedStance_Open Stance,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,BetterRank_Blue,BetterRank_Red,BetterRank_neither
735,1497,1,True,5,0,4,0,4.36,0.48,0.6,1.82,0.44,4,5,37,0,0,2,2,2,6,0,12,0.5980980980980981,0.5255255255255256,0.5035035035035035,0,14,0,2.63,0.58,1.1,3.2,0.53,14,1,39,4,0,0,5,3,7,0,15,0.503003003003003,0.3458458458458459,0.4984984984984985,33,35,0,-10,-10,-3,4,-2,-4,-1,-1,2.539999999999992,5.079999999999984,2,1.7300000000000004,-0.5000000000000001,-1.38,1.0,0.9702088522542359,0.9978228847793835,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
735,541,1,True,5,0,1,0,5.3,0.5,1.3,1.24,0.36,5,8,75,3,1,0,6,12,4,0,23,0.40240240240240244,0.5255255255255256,0.5035035035035035,0,13,0,2.63,0.58,1.1,3.2,0.53,13,1,34,4,0,0,5,3,6,0,14,0.503003003003003,0.3458458458458459,0.4984984984984985,32,35,0,-12,-8,9,7,41,-1,9,-2,-2.5400000000000205,5.079999999999984,3,2.67,0.1999999999999999,-1.96,0.9998365463057914,0.9883447196853298,0.9831577123456828,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
735,69,1,True,5,0,1,0,6.16,0.56,0.2,1.78,0.37,12,1,50,8,0,1,7,5,0,0,13,0.15415415415415415,0.43743743743743746,0.36936936936936937,0,12,0,2.63,0.58,1.1,3.2,0.53,12,1,33,4,0,0,5,2,6,0,13,0.503003003003003,0.3458458458458459,0.4984984984984985,31,35,0,-11,0,0,0,17,4,3,-6,-10.159999999999997,2.539999999999992,4,3.53,-0.9000000000000001,-1.4200000000000002,0.9995482174317059,0.9985835462678117,0.62862789006388,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1005,381,1,True,5,0,1,0,3.81,0.38,0.2,3.64,0.42,7,2,43,3,0,0,6,3,2,0,11,0.5980980980980981,0.5255255255255256,0.6551551551551551,0,14,0,4.36,0.52,0.1,2.82,0.45,14,0,48,8,0,0,9,4,1,0,14,0.6891891891891893,0.8358358358358358,0.6541541541541542,34,33,0,-13,-7,-3,2,-5,-5,-1,1,-2.539999999999992,-10.159999999999997,-1,-0.5500000000000003,0.1,0.8200000000000003,0.9994515096122507,0.990284838178528,0.958765582531869,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
1090,381,1,True,5,0,1,0,3.81,0.38,0.2,3.64,0.42,7,3,53,3,0,0,7,3,2,0,12,0.5980980980980981,0.5255255255255256,0.6551551551551551,0,11,0,2.68,0.53,0.4,1.25,0.36,11,2,55,3,1,1,7,3,1,0,13,0.8508508508508508,0.6881881881881882,0.6541541541541542,32,35,0,-10,-4,-1,1,-2,0,0,1,-7.620000000000003,-5.0800000000000125,3,1.13,-0.2,2.39,0.9993522182582093,0.9913611239957291,0.9393763424122686,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1005,927,1,True,5,1,0,0,4.05,0.47,0.3,1.38,0.59,4,8,70,2,0,1,8,7,1,0,17,0.5980980980980981,0.6891891891891893,0.6551551551551551,0,13,0,4.36,0.52,0.1,2.82,0.45,13,0,46,8,0,0,9,3,1,0,13,0.6891891891891893,0.8358358358358358,0.6541541541541542,33,36,1,-13,-9,4,8,24,-6,4,0,-2.539999999999992,-5.079999999999984,3,-0.3100000000000005,0.1999999999999999,-1.44,0.9990609947490487,0.9529907523221058,0.9962733873306343,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
1090,1005,1,True,5,1,0,0,4.36,0.52,0.1,2.82,0.45,15,1,58,8,0,0,10,4,1,0,15,0.6956956956956957,0.8333333333333334,0.6551551551551551,0,10,0,2.68,0.53,0.4,1.25,0.36,10,2,50,3,0,1,7,3,1,0,12,0.8508508508508508,0.6881881881881882,0.6541541541541542,31,35,1,-10,5,3,-1,8,5,1,0,-5.0800000000000125,5.079999999999984,4,1.6800000000000002,-0.3,1.5699999999999998,0.9987994920442703,0.9978850087542739,0.41140583866736613,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
81,698,1,True,5,0,6,0,3.82,0.47,0.1,1.84,0.31,6,2,32,5,0,2,4,4,0,0,10,0.05655655655655655,0.047547547547547545,0.23823823823823823,0,8,0,4.41,0.52,0.7,2.51,0.29,8,3,47,4,0,1,6,2,4,0,14,0.23923923923923923,0.43743743743743746,0.36536536536536535,33,36,0,-2,-2,-4,-1,-15,1,2,-4,-7.620000000000003,-17.78,3,-0.5900000000000003,-0.6,-0.6699999999999997,0.998741371037146,0.9961065563125385,0.6517977914602533,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1005,659,1,True,5,0,6,0,3.17,0.48,0.5,2.1,0.37,6,3,36,0,0,0,5,3,4,0,12,0.49649649649649646,0.43743743743743746,0.6551551551551551,0,12,0,4.36,0.52,0.1,2.82,0.45,12,0,43,8,0,0,9,2,1,0,12,0.6891891891891893,0.8358358358358358,0.6541541541541542,33,34,0,-6,-6,0,3,-7,-8,1,3,-5.079999999999984,-12.699999999999989,1,-1.1900000000000004,0.4,-0.7199999999999998,0.9986723056676797,0.9869153119653626,0.9249781960060148,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
735,69,1,True,5,0,12,0,6.16,0.56,0.2,1.78,0.37,12,0,42,8,0,1,7,4,0,0,12,0.15415415415415415,0.43743743743743746,0.36936936936936937,0,11,0,2.63,0.58,1.1,3.2,0.53,11,1,28,4,0,0,4,2,6,0,12,0.503003003003003,0.3458458458458459,0.4984984984984985,31,34,0,1,1,0,-1,14,4,2,-6,-10.159999999999997,2.539999999999992,3,3.53,-0.9000000000000001,-1.4200000000000002,0.9985156467708416,0.9990355633967931,0.1406023507166339,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
69,1249,1,True,5,0,2,0,7.16,0.47,0.3,0.25,0.53,13,6,80,9,0,1,7,9,2,0,19,0.5980980980980981,0.26576576576576577,0.36936936936936937,0,11,0,6.16,0.56,0.2,1.78,0.37,11,0,37,8,0,1,6,4,0,0,11,0.15715715715715717,0.43743743743743746,0.36536536536536535,33,30,0,-9,2,8,6,43,1,5,2,12.699999999999989,-5.0800000000000125,-3,1.0,0.0999999999999999,-1.53,0.9984938837974735,0.9859855012241713,0.9153626637163215,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
906,1681,1,True,5,1,0,0,4.67,0.52,0.0,1.74,0.34,6,4,46,8,0,0,5,9,0,0,14,0.9639639639639639,0.9754754754754755,0.9409409409409409,0,18,0,4.38,0.58,0.5,1.89,0.45,18,1,74,16,0,1,9,5,6,0,21,0.9654654654654655,1.0,0.953953953953954,37,42,1,-18,-12,-7,3,-28,-8,4,-6,0.0,-10.160000000000023,5,0.29,-0.5,-0.1499999999999999,0.9979002486614614,0.9835974549059089,0.8901699641014308,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1005,927,1,True,5,0,3,0,4.05,0.47,0.3,1.38,0.59,4,7,65,2,0,1,8,7,1,0,17,0.5980980980980981,0.6891891891891893,0.6551551551551551,0,11,0,4.36,0.52,0.1,2.82,0.45,11,0,38,8,0,0,8,2,1,0,11,0.6891891891891893,0.8358358358358358,0.6541541541541542,33,35,0,-8,-7,6,7,27,-6,5,0,-2.539999999999992,-5.079999999999984,2,-0.3100000000000005,0.1999999999999999,-1.44,0.997469839530857,0.9597070736455469,0.9799114791016419,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
1042,986,1,True,5,0,4,0,6.59,0.58,0.0,0.1,0.14,4,2,17,1,0,0,0,5,0,0,5,0.5980980980980981,0.34534534534534533,0.5035035035035035,0,12,0,4.1,0.48,0.8,5.32,0.48,12,0,36,3,0,0,6,2,4,0,12,0.503003003003003,0.3458458458458459,0.4984984984984985,32,31,0,-8,-8,-7,2,-19,-2,3,-4,2.539999999999992,0.0,-1,2.49,-0.8,-5.220000000000001,0.9973556789008889,0.9795290749600283,0.9077646238629632,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1264,1778,1,True,5,0,6,0,4.38,0.57,0.3,3.26,0.39,6,0,15,0,0,0,3,1,2,0,6,0.31931931931931934,0.26576576576576577,0.23823823823823823,0,11,0,4.36,0.42,0.3,5.89,0.35,11,2,42,1,0,0,10,1,0,0,11,0.15715715715715717,0.2152152152152152,0.23473473473473472,34,29,0,-5,-5,-5,-2,-27,-1,0,2,5.079999999999984,2.539999999999992,-5,0.0199999999999995,0.0,-2.63,0.9973344059760451,0.9629086781612304,0.9766107264694517,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
69,303,1,True,5,0,1,0,3.93,0.41,0.6,0.7,0.44,3,5,34,1,0,0,1,4,2,0,7,0.23423423423423423,0.5255255255255256,0.36936936936936937,0,10,0,6.16,0.56,0.2,1.78,0.37,10,0,33,8,0,1,6,3,0,0,10,0.15715715715715717,0.43743743743743746,0.36536536536536535,33,35,0,-9,-7,-3,5,1,-7,1,2,2.539999999999992,2.539999999999992,2,-2.23,0.3999999999999999,-1.08,0.9972186056546589,0.9424886898229303,0.9910864415954292,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
311,986,1,False,5,0,1,0,6.59,0.58,0.0,0.1,0.14,4,3,22,2,0,0,1,5,0,0,6,0.5980980980980981,0.34534534534534533,0.5035035035035035,0,10,0,3.4,0.55,2.7,2.25,0.4,10,8,56,3,0,0,2,3,15,0,20,0.503003003003003,0.6881881881881882,0.4984984984984985,32,33,0,-9,-6,-14,-5,-34,-1,2,-15,2.539999999999992,-10.159999999999997,1,3.19,-2.7,-2.15,0.9970352709645018,0.974761570976674,0.9289033364673998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
69,1843,1,True,5,0,2,0,4.65,0.46,0.7,0.69,0.27,6,2,37,2,0,2,3,4,1,0,10,0.5980980980980981,0.43743743743743746,0.36936936936936937,1,0,0,6.16,0.56,0.2,1.78,0.37,12,1,47,8,0,1,7,4,0,0,12,0.15715715715715717,0.43743743743743746,0.36536536536536535,34,30,-1,2,-6,-2,1,-10,-6,0,1,12.699999999999989,0.0,-4,-1.5099999999999998,0.4999999999999999,-1.09,0.9967943887878923,0.97835770544611,0.8883889951563586,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1090,183,0,True,5,0,9,0,4.39,0.43,0.2,2.28,0.39,9,3,54,0,0,1,10,2,1,0,14,0.5980980980980981,0.5255255255255256,0.6551551551551551,0,12,0,2.68,0.53,0.4,1.25,0.36,12,2,60,3,1,1,8,3,1,0,14,0.8508508508508508,0.6881881881881882,0.6541541541541542,32,36,0,-3,-3,0,1,-6,-3,-1,0,-7.620000000000003,-5.0800000000000125,4,1.7099999999999995,-0.2,1.0299999999999998,0.9966081576552669,1.0,0.08521940297024669,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
81,1689,1,True,5,0,1,0,5.09,0.41,0.8,1.56,0.3,4,4,48,8,0,1,4,7,1,0,13,0.15415415415415415,0.15565565565565564,0.23823823823823823,0,7,0,4.41,0.52,0.7,2.51,0.29,7,3,45,4,0,1,6,1,4,0,13,0.23923923923923923,0.43743743743743746,0.36536536536536535,33,36,0,-6,-3,0,1,3,4,6,-3,-2.539999999999992,-10.159999999999997,3,0.6799999999999997,0.1,-0.9499999999999996,0.9965449766977812,0.9864135298108269,0.742469286897057,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1005,381,1,True,5,0,7,0,3.81,0.38,0.2,3.64,0.42,7,1,33,3,0,0,6,2,2,0,10,0.5980980980980981,0.5255255255255256,0.6551551551551551,0,10,0,4.36,0.52,0.1,2.82,0.45,10,0,33,8,0,0,8,1,1,0,10,0.6891891891891893,0.8358358358358358,0.6541541541541542,32,31,0,-3,-3,0,1,0,-5,1,1,-2.539999999999992,-10.159999999999997,-1,-0.5500000000000003,0.1,0.8200000000000003,0.9961166215598052,0.9854746147363292,0.7232683970186925,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
533,1618,1,True,5,0,1,0,5.95,0.42,0.2,0.73,0.64,6,6,71,2,0,4,7,4,1,0,16,0.7817817817817818,0.8333333333333334,0.7917917917917918,0,8,0,6.12,0.48,0.7,2.55,0.5,8,0,22,2,0,1,1,4,2,0,8,0.7782782782782782,0.8358358358358358,0.7922922922922923,31,33,0,-7,-2,8,6,49,0,0,-1,0.0,0.0,2,-0.1699999999999999,-0.4999999999999999,-1.82,0.9960315814478317,0.9713020179596802,0.9219509719296529,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
69,242,1,True,5,0,1,0,4.08,0.37,1.1,1.07,0.26,6,1,25,1,0,0,1,3,3,0,7,0.31931931931931934,0.26576576576576577,0.36936936936936937,0,9,0,6.16,0.56,0.2,1.78,0.37,9,0,28,8,0,1,5,3,0,0,9,0.15715715715715717,0.43743743743743746,0.36536536536536535,32,30,0,-8,-3,-2,1,-3,-7,0,3,5.079999999999984,-5.0800000000000125,-2,-2.08,0.9000000000000001,-0.71,0.995984104564518,0.9750544038205703,0.8968109877025964,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1005,1090,0,True,5,0,9,0,2.68,0.53,0.4,1.25,0.36,9,2,45,3,0,1,7,2,1,0,11,0.8488488488488488,0.6891891891891893,0.6551551551551551,0,15,0,4.36,0.52,0.1,2.82,0.45,15,0,53,8,0,0,10,4,1,0,15,0.6891891891891893,0.8358358358358358,0.6541541541541542,35,30,0,-6,-6,-4,2,-8,-5,-2,0,5.0800000000000125,-5.079999999999984,-5,-1.6800000000000002,0.3,-1.5699999999999998,0.9958977076659814,0.9992854462295849,0.0006330059322716984,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
906,359,1,True,5,0,1,0,5.26,0.61,0.6,0.7,0.25,7,1,30,2,0,0,3,3,2,0,8,0.9639639639639639,0.9884884884884885,0.9489489489489489,0,17,0,4.38,0.58,0.5,1.89,0.45,17,1,73,16,0,1,9,5,5,0,20,0.9654654654654655,1.0,0.953953953953954,35,32,0,-16,-10,-12,0,-43,-14,-2,-3,0.0,-7.620000000000003,-3,0.8799999999999999,0.0999999999999999,-1.19,0.9958382273302472,0.9788433714066078,0.8434635352983965,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
738,792,1,True,5,0,2,0,4.6,0.5,0.0,0.46,0.44,3,5,30,0,0,0,2,6,0,0,8,0.5980980980980981,0.8843843843843844,0.7917917917917918,0,2,0,4.02,0.48,0.1,0.05,0.11,9,1,43,11,0,1,6,4,0,0,11,0.9654654654654655,0.9719719719719719,0.7922922922922923,32,38,0,0,-6,-3,4,-13,-11,2,0,-12.699999999999989,-7.619999999999976,6,0.5800000000000001,-0.1,0.41,0.9957846550920816,0.959968441553814,0.9605527707468537,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
183,659,1,False,3,0,2,0,3.17,0.48,0.5,2.1,0.37,6,5,49,1,0,0,7,3,5,0,15,0.49649649649649646,0.43743743743743746,0.6551551551551551,0,8,0,4.39,0.43,0.2,2.28,0.39,8,3,49,1,0,1,9,2,1,0,13,0.5955955955955956,0.5230230230230231,0.6541541541541542,34,36,0,-6,-2,2,2,0,0,1,4,-2.539999999999992,-2.539999999999992,2,-1.2199999999999998,0.3,-0.1799999999999997,0.995018710278344,0.982424595449681,0.6833295485123452,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1042,541,1,True,5,0,5,0,5.3,0.5,1.3,1.24,0.36,5,5,54,3,1,0,5,9,3,0,18,0.40240240240240244,0.5255255255255256,0.5035035035035035,0,11,0,4.1,0.48,0.8,5.32,0.48,11,0,33,3,0,0,6,2,3,0,11,0.503003003003003,0.3458458458458459,0.4984984984984985,30,30,0,-6,-6,7,5,21,0,7,0,-2.5400000000000205,5.079999999999984,0,1.2000000000000002,0.5,-4.08,0.9949978336495997,0.9870071910802296,0.5879864105597952,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
311,192,1,False,3,0,8,1,3.78,0.48,0.9,1.9,0.34,8,4,45,0,0,2,6,3,5,0,16,0.49649649649649646,0.5255255255255256,0.5035035035035035,1,0,0,3.4,0.55,2.7,2.25,0.4,11,9,59,3,0,0,2,3,16,0,21,0.503003003003003,0.6881881881881882,0.4984984984984985,33,34,-1,8,-3,-5,-5,-14,-3,0,-11,0.0,-5.0800000000000125,1,0.3799999999999999,-1.8000000000000005,-0.3500000000000001,0.9949802987123227,0.9896467924542056,0.49192366116417036,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
311,541,1,True,5,0,3,0,5.3,0.5,1.3,1.24,0.36,5,6,65,3,1,0,6,11,3,0,21,0.40240240240240244,0.5255255255255256,0.5035035035035035,0,9,0,3.4,0.55,2.7,2.25,0.4,9,8,53,2,0,0,2,3,14,0,19,0.503003003003003,0.6881881881881882,0.4984984984984985,32,32,0,-6,-4,2,-2,12,1,8,-11,-2.5400000000000205,-5.0800000000000125,0,1.9,-1.4,-1.01,0.9946655877365989,0.9940054949337733,0.1791175900277502,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
724,1249,1,True,5,0,3,0,7.16,0.47,0.3,0.25,0.53,13,7,98,9,0,1,8,11,2,0,22,0.5980980980980981,0.26576576576576577,0.36936936936936937,0,7,0,4.69,0.47,1.1,2.02,0.61,7,0,16,1,0,0,2,4,1,0,7,0.23923923923923923,0.27177177177177175,0.36536536536536535,27,32,0,-4,6,15,7,82,8,7,1,10.159999999999997,0.0,5,2.47,-0.8,-1.77,0.9945673711115158,0.9964586465080703,0.09828109722501609,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
617,359,1,True,5,0,7,0,5.26,0.61,0.6,0.7,0.25,7,0,22,2,0,0,3,2,2,0,7,0.9639639639639639,0.9884884884884885,0.9489489489489489,0,5,0,2.33,0.41,0.3,0.76,0.62,6,2,22,2,0,0,0,10,1,0,11,0.9654654654654655,0.993993993993994,0.9604604604604605,35,31,0,2,1,-4,-2,0,0,-8,1,0.0,-5.079999999999984,-4,2.93,0.3,-0.06,0.9945014510602579,0.9784862070968859,0.7565021327915599,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
738,1535,1,True,5,0,3,0,4.54,0.43,0.0,0.8,0.38,9,3,50,3,0,1,8,5,0,0,14,0.6956956956956957,0.6101101101101101,0.7917917917917918,0,1,0,4.02,0.48,0.1,0.05,0.11,9,1,38,11,0,1,5,4,0,0,10,0.9654654654654655,0.9719719719719719,0.7922922922922923,32,31,0,2,0,4,2,12,-8,1,0,-10.159999999999997,-17.779999999999973,-1,0.5200000000000005,-0.1,0.75,0.9940190495791381,0.9902427185720137,0.30243552935816703,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
541,391,1,False,5,1,0,0,5.32,0.49,0.1,0.67,0.55,7,3,27,4,1,0,1,8,0,0,10,0.40240240240240244,0.6891891891891893,0.5035035035035035,0,2,0,5.3,0.5,1.3,1.24,0.36,5,6,64,4,1,0,6,10,3,0,20,0.4129129129129129,0.5230230230230231,0.4984984984984985,32,32,1,-2,2,-10,-3,-37,0,-2,-3,0.0,5.0800000000000125,0,0.0200000000000004,-1.2,-0.57,0.9939528575498594,0.9526994643896464,0.9444893389344583,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1249,242,1,True,5,0,6,0,4.08,0.37,1.1,1.07,0.26,6,0,16,1,0,0,0,3,3,0,6,0.31931931931931934,0.26576576576576577,0.36936936936936937,0,12,0,7.16,0.47,0.3,0.25,0.53,12,3,46,9,0,1,4,8,2,0,15,0.5955955955955956,0.27177177177177175,0.36536536536536535,27,27,0,-6,-6,-9,-3,-30,-8,-5,1,-7.620000000000003,0.0,0,-3.08,0.8,0.8200000000000001,0.9938857380513839,0.9700136733793473,0.8348217990300022,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
533,738,1,True,5,1,0,0,4.02,0.48,0.1,0.05,0.11,9,3,60,11,0,1,7,5,0,0,13,0.9639639639639639,0.9754754754754755,0.7917917917917918,0,7,0,6.12,0.48,0.7,2.55,0.5,7,0,18,2,0,1,1,4,1,0,7,0.7782782782782782,0.8358358358358358,0.7922922922922923,30,35,1,-7,2,6,3,42,9,1,-1,7.619999999999976,10.159999999999997,5,-2.1000000000000005,-0.6,-2.5,0.9937130356386656,0.9710843126051235,0.8187887053771671,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
59,1046,1,True,5,0,5,0,3.73,0.38,0.1,0.0,0.0,5,5,29,1,0,1,1,7,0,0,9,0.7817817817817818,0.8333333333333334,0.8903903903903904,0,4,0,5.0,0.62,0.2,0.11,0.5,4,1,21,6,0,1,1,6,0,0,8,0.9654654654654655,0.9469469469469469,0.8863863863863863,37,34,0,1,1,1,4,8,-5,1,0,-7.619999999999976,-7.620000000000003,-3,-1.27,-0.1,-0.11,0.9933050708440517,0.9116571385748988,0.987018851969723,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
69,1249,1,True,5,1,0,0,7.16,0.47,0.3,0.25,0.53,13,5,65,9,0,1,5,9,2,0,17,0.5980980980980981,0.26576576576576577,0.36936936936936937,0,8,0,6.16,0.56,0.2,1.78,0.37,8,0,23,8,0,0,5,3,0,0,8,0.15715715715715717,0.43743743743743746,0.36536536536536535,31,28,1,-8,5,9,5,42,1,6,2,12.699999999999989,-5.0800000000000125,-3,1.0,0.0999999999999999,-1.53,0.9932787634678877,0.9724148853875048,0.7881085948886669,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1754,523,1,False,3,0,3,0,4.41,0.46,1.2,1.16,0.33,8,11,93,4,0,0,9,10,10,0,29,0.7817817817817818,0.6101101101101101,0.5035035035035035,0,11,0,4.91,0.45,0.9,0.39,0.35,11,1,33,3,0,1,3,4,6,0,14,0.5955955955955956,0.8358358358358358,0.6541541541541542,35,36,0,-8,-3,15,10,60,1,6,4,5.0800000000000125,-7.619999999999976,1,-0.5,0.2999999999999999,0.7699999999999999,0.9929927460750805,0.9613176939225605,0.8928963028927996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
698,517,1,True,5,1,0,0,3.91,0.33,0.1,2.82,0.42,12,2,51,9,0,2,8,2,0,0,12,0.31931931931931934,0.2077077077077077,0.23823823823823823,0,5,0,3.82,0.47,0.1,1.84,0.31,5,2,30,5,0,2,4,3,0,0,9,0.05455455455455455,0.04604604604604605,0.23473473473473472,33,35,1,-5,7,3,0,21,4,-1,0,10.159999999999997,10.159999999999997,2,0.0900000000000003,0.0,0.9799999999999998,0.9926825338936898,0.9146747774395859,0.983157488040041,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
81,1439,1,True,5,0,1,0,5.11,0.54,0.1,1.61,0.49,7,1,29,3,0,0,4,4,0,0,8,0.23423423423423423,0.15565565565565564,0.23823823823823823,0,6,0,4.41,0.52,0.7,2.51,0.29,6,3,40,4,0,0,6,1,4,0,12,0.23923923923923923,0.43743743743743746,0.36536536536536535,32,29,0,-5,1,-4,-2,-11,-1,3,-4,0.0,-10.159999999999997,-3,0.7000000000000002,-0.6,-0.8999999999999997,0.9926410455075312,0.9672156793556191,0.8219136384527825,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1535,1855,1,False,5,0,1,0,3.44,0.49,0.0,1.57,0.3,8,2,32,2,0,1,1,7,0,0,9,0.6956956956956957,0.6101101101101101,0.7917917917917918,0,8,0,4.54,0.43,0.0,0.8,0.38,8,2,30,4,0,0,5,5,0,0,10,0.6891891891891893,0.6086086086086087,0.7922922922922923,27,41,0,-7,0,-1,0,2,-2,2,0,0.0,0.0,14,-1.1,0.0,0.77,0.9924774193620124,0.9735055679428397,0.7372704114267538,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
