RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Viacheslav Borshchev,James Llontop,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,5.57,0.41,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,155,1,0,1,5.25,0.54,0.1,0.0,0.0,2,3,16,0,0,0,0,3,0,0,3,Orthodox,180.34,175.26,155,32,25,0,0,-1,-2,-2,-12,0,-3,0,2.539999999999992,10.160000000000023,-7,0.3200000000000003,-0.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jacqueline Cavalcanti,Josiane Nunes,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,5.41,0.42,0.0,0.0,0.0,3,1,10,0,0,0,2,1,0,0,3,Southpaw,157.48,170.18,135,0,1,0,5.73,0.46,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,135,26,30,1,-1,2,2,1,7,0,1,0,-15.240000000000007,-7.620000000000003,4,-0.3200000000000003,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Wang Cong,Victoria Leonardo,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,3.22,0.38,0.0,1.57,0.27,1,3,10,0,0,0,1,1,0,0,2,Orthodox,165.1,162.56,125,0,1,0,6.38,0.52,1.1,1.61,0.75,1,0,1,0,0,0,0,0,1,0,1,Southpaw,167.64,167.64,125,32,34,1,-1,0,1,3,9,0,1,-1,-2.5400000000000205,-5.0800000000000125,2,-3.16,-1.1,-0.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Gilbert Burns,Sean Brady,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,5,0,1,0,4.09,0.55,0.9,3.49,0.52,5,1,19,0,0,0,3,0,3,0,6,Orthodox,177.8,182.88,170,2,0,0,3.17,0.48,0.5,2.1,0.37,6,7,57,1,0,0,7,3,5,0,15,Orthodox,177.8,180.34,170,38,31,-2,1,-1,-9,-6,-38,-1,-3,-2,0.0,2.539999999999992,-7,0.92,0.4,1.39,1,8.0,6.0,,,,,,,,6.0,,,,,,,,,,,,,8.0,,,,,,Red,,,,,,,,,,,
Jessica Andrade,Natalia Silva,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,5,0,5.19,0.47,0.0,0.4,0.25,5,0,13,0,0,0,3,2,0,0,5,Southpaw,162.56,165.1,125,0,2,0,6.44,0.5,0.3,2.23,0.54,4,10,57,4,0,2,6,6,3,0,17,Orthodox,154.94,157.48,125,32,27,0,3,1,-12,-10,-44,-4,-4,-3,7.620000000000003,7.620000000000003,-5,-1.25,-0.3,-1.83,1,8.0,6.0,6.0,,4.0,,,,,,,,,,,8.0,,,,,,,,,,,,,Red,,,,,,,,,,,
Steve Garcia,Kyle Nelson,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,3,1,3.51,0.45,0.6,1.06,0.2,3,4,22,0,0,0,2,2,0,0,4,Switch,180.34,180.34,145,0,4,0,5.04,0.56,0.6,1.17,0.4,4,2,13,0,0,0,0,6,0,0,6,Southpaw,182.88,190.5,145,32,33,0,-1,-1,-2,2,9,0,-4,0,-2.539999999999992,-10.159999999999997,1,-1.5300000000000002,0.0,-0.1099999999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Matt Schnell,Cody Durden,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,2,0,1,3.52,0.45,0.8,4.06,0.47,4,4,22,0,0,0,4,1,0,0,5,Southpaw,170.18,170.18,125,2,0,0,4.39,0.39,1.0,0.56,0.4,4,6,24,0,0,2,1,0,3,0,6,Orthodox,172.72,177.8,125,34,33,0,0,0,-1,-2,-2,0,1,-3,-2.539999999999992,-7.620000000000003,-1,-0.8699999999999997,-0.1999999999999999,3.5,1,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,15.0,,neither,,,,,,,,,,,
Trevor Peek,Yanal Ashmouz,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,2.94,0.5,0.0,4.8,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,175.26,155,1,0,0,4.39,0.53,0.0,1.45,0.5,2,2,12,0,0,0,1,2,0,0,3,Switch,175.26,177.8,155,29,29,0,0,-1,-2,-1,-8,0,-1,0,0.0,-2.5400000000000205,0,-1.4499999999999995,0.0,3.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Rongzhu,Chris Padilla,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,5.8,0.61,1.1,3.26,0.75,1,0,1,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,155,0,3,0,5.9,0.51,0.2,1.56,0.62,3,2,16,1,0,0,1,2,1,0,4,Orthodox,175.26,180.34,155,24,28,0,-2,-2,-3,-2,-15,-1,-2,0,0.0,7.620000000000003,4,-0.1000000000000005,0.9000000000000001,1.6999999999999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Isaac Dulgarian,Brendon Marotte,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,0.41,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,1,0,0,3.37,0.64,2.1,5.15,0.52,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,180.34,145,28,28,0,0,-1,-1,0,-3,0,-1,0,5.079999999999984,-2.539999999999992,0,-2.96,-2.1,-5.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Felipe dos Santos,Andre Lima,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,3,0,3.03,0.55,1.1,1.13,0.66,3,0,8,0,0,1,1,0,0,0,3,Orthodox,170.18,170.18,125,0,1,0,3.87,0.37,0.3,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,177.8,125,23,25,0,2,2,2,-1,2,0,0,0,0.0,-7.620000000000003,2,-0.8400000000000003,0.8,1.13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Yizha,Gabriel Santos,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,2,0,0,4.35,0.6,1.2,3.8,0.54,0,2,5,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,3,0,2.8,0.44,1.1,3.54,0.3,3,1,12,2,0,1,1,0,3,0,5,Orthodox,170.18,180.34,145,27,27,2,-3,-3,-5,1,-7,-2,0,-3,5.079999999999984,-2.539999999999992,0,1.5499999999999998,0.0999999999999998,0.2599999999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jaqueline Amorim,Vanessa Demopoulos,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,3.87,0.41,0.5,0.41,0.11,3,3,22,0,0,2,2,0,1,0,5,Orthodox,157.48,149.86,115,0,2,0,3.05,0.52,5.3,1.78,0.28,2,1,7,0,0,0,0,1,1,0,2,Orthodox,160.02,172.72,115,29,35,0,0,1,3,2,15,0,-1,0,-2.5400000000000205,-22.859999999999985,6,0.8200000000000003,-4.8,-1.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Andre Petroski,Dylan Budka,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,1.06,0.38,0.4,1.93,0.38,1,1,5,0,0,0,1,0,0,0,1,Switch,182.88,190.5,185,0,1,0,2.89,0.5,1.5,3.38,0.54,5,2,19,0,0,1,2,1,2,0,6,Switch,182.88,185.42,185,33,24,1,-1,-4,-5,-1,-14,0,-1,-2,0.0,5.079999999999984,-9,-1.83,-1.1,-1.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Zygimantas Ramaska,Nathan Fletcher,,,,,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,0,0,2.25,0.7,2.4,9.63,0.66,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,0,0,0.96,0.6,2.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,27,26,0,0,0,0,0,0,0,0,0,-10.159999999999997,-2.539999999999992,-1,1.29,0.0,9.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Sean O'Malley,Merab Dvalishvili,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,True,Bantamweight,MALE,5,0,10,0,4.36,0.42,0.3,5.89,0.35,10,2,37,1,0,0,9,1,0,0,10,Orthodox,167.64,172.72,135,0,6,0,6.7,0.61,0.3,0.29,0.42,6,1,29,2,0,1,3,7,0,0,11,Switch,180.34,182.88,135,29,33,0,4,4,-1,1,8,-1,-6,0,-12.699999999999989,-10.159999999999997,4,-2.34,0.0,5.6,1,1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,Red,,,,,,,,,,,
Alexa Grasso,Valentina Shevchenko,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,True,Women's Flyweight,FEMALE,5,1,0,1,3.16,0.52,0.3,2.74,0.64,9,3,60,11,0,2,4,4,2,0,12,Southpaw,165.1,167.64,125,0,5,1,4.19,0.41,0.7,0.44,0.4,5,3,37,2,0,1,5,0,2,0,8,Orthodox,165.1,167.64,125,31,36,1,-5,4,4,0,23,9,4,0,0.0,0.0,5,-1.0300000000000002,-0.3999999999999999,2.3000000000000003,1,1.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Red,,,,,,,,,,,
Brian Ortega,Diego Lopes,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,4,0,4.2,0.53,2.8,0.5,0.4,4,2,12,0,0,0,1,2,1,0,4,Orthodox,180.34,182.88,145,0,1,0,4.08,0.37,1.1,1.07,0.26,6,3,34,2,0,0,1,3,4,0,8,Switch,172.72,175.26,145,33,29,0,3,-2,-4,-1,-22,-2,-1,-3,7.620000000000003,7.620000000000003,-4,0.1200000000000001,1.6999999999999995,-0.5700000000000001,1,13.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,13.0,,,,Red,,,,,,,,,,,
Daniel Zellhuber,Esteban Ribovics,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,2,0,8.08,0.43,0.2,0.48,0.66,2,1,8,0,0,0,1,2,0,0,3,Orthodox,177.8,175.26,155,0,3,0,6.26,0.4,0.2,0.18,0.25,3,1,14,0,0,0,3,0,1,0,4,Switch,185.42,195.58,155,25,28,0,-1,-1,-1,0,-6,0,2,-1,-7.620000000000003,-20.32000000000002,3,1.8200000000000005,0.0,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ronaldo Rodriguez,Ode Osbourne,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,2,0,0,3.26,0.4,0.6,1.21,0.28,2,5,15,0,0,1,1,2,1,0,5,Southpaw,170.18,185.42,125,0,1,0,2.13,0.44,1.1,1.13,0.5,1,1,5,0,0,0,0,0,1,0,1,Orthodox,167.64,165.1,125,25,32,2,-1,1,4,4,10,0,2,0,2.539999999999992,20.32000000000002,7,1.13,-0.5000000000000001,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Irene Aldana,Norma Dumont,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,4,0,3.86,0.5,0.0,1.72,0.56,4,2,27,0,0,1,6,0,0,0,7,Orthodox,170.18,170.18,135,0,1,0,5.19,0.39,0.2,0.15,0.5,3,5,39,1,0,1,3,3,1,0,8,Orthodox,175.26,172.72,135,36,33,0,3,1,-1,-3,-12,-1,-3,-1,-5.079999999999984,-2.539999999999992,-3,-1.3300000000000003,-0.2,1.57,1,8.0,5.0,,,,5.0,,,,,,,,,,,,,8.0,,,,,,,,,,Red,,,,,,,,,,,
Manuel Torres,Ignacio Bahamondes,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,7.09,0.47,0.5,0.0,0.0,3,2,18,0,0,0,1,3,1,0,5,Orthodox,190.5,190.5,155,0,4,0,7.17,0.55,1.1,2.26,0.66,4,0,4,0,0,0,0,3,1,0,4,Switch,177.8,185.42,155,29,27,0,-3,-1,1,2,14,0,0,0,12.699999999999989,5.079999999999984,-2,-0.08,-0.6000000000000001,-2.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Yazmin Jauregui,Ketlen Souza,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.92,0.59,0.4,0.43,0.25,1,1,4,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,6.64,0.39,0.0,0.0,0.0,2,1,9,0,0,0,2,1,0,0,3,Orthodox,160.02,162.56,115,25,30,0,0,-1,-2,0,-5,0,-1,0,0.0,-2.539999999999992,5,-1.7199999999999998,0.4,0.43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Edgar Chairez,Joshua Van,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,1,0,0,8.1,0.54,0.0,1.11,0.63,3,1,11,0,0,1,1,1,0,0,3,Orthodox,165.1,165.1,125,0,1,0,3.45,0.45,1.5,0.0,0.0,1,2,8,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,125,28,22,1,-1,2,2,-1,3,0,1,-1,-5.0800000000000125,-15.240000000000007,-6,4.65,-1.5,1.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Raul Rosas Jr.,Aoriqileng,,,,,2024-09-14,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1,0,4.65,0.49,0.0,1.2,0.46,2,3,16,0,0,0,2,1,0,0,3,Orthodox,170.18,175.26,135,0,2,0,1.55,0.43,1.3,4.02,0.39,2,1,10,0,0,0,1,1,2,0,4,Switch,175.26,170.18,135,19,31,0,-1,0,-1,2,6,0,0,-2,-5.079999999999984,5.079999999999984,12,3.1000000000000005,-1.3,-2.8199999999999994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Renato Moicano,Benoit Saint Denis,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,5,1,0,0,5.17,0.53,1.2,3.97,0.37,5,2,13,0,0,0,0,3,2,0,5,Southpaw,180.34,185.42,155,0,3,0,4.36,0.48,0.6,1.82,0.44,3,5,35,1,0,2,2,1,6,0,11,Orthodox,180.34,182.88,155,35,28,1,-3,2,-6,-3,-22,-1,2,-4,0.0,2.5400000000000205,-7,0.8099999999999996,0.6,2.1500000000000004,1,12.0,11.0,,,,,,,,,11.0,,,,,,,,,,,,,12.0,,,,,Red,,,,,,,,,,,
Nassourdine Imavov,Brendan Allen,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Middleweight,MALE,3,0,7,0,3.55,0.53,1.3,1.53,0.38,7,2,33,0,0,1,3,1,8,0,13,Orthodox,187.96,190.5,185,0,2,0,4.45,0.55,1.1,0.85,0.32,3,2,29,0,1,0,2,3,0,0,6,Orthodox,190.5,190.5,185,29,28,0,5,4,7,0,4,0,-2,8,-2.539999999999992,0.0,-1,-0.9000000000000004,0.1999999999999999,0.68,1,8.0,4.0,,,,,,,4.0,,,,,,,,,,,,,8.0,,,,,,,Red,,,,,,,,,,,
William Gomis,Joanderson Brito,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Featherweight,MALE,3,0,5,0,3.02,0.5,0.9,3.08,0.68,5,1,13,0,0,0,1,3,2,0,6,Orthodox,172.72,182.88,145,0,3,0,3.53,0.51,0.4,0.62,0.27,3,0,9,0,1,1,0,1,0,0,3,Southpaw,182.88,185.42,145,27,29,0,2,2,3,1,4,0,2,2,-10.159999999999997,-2.5400000000000205,2,-0.5099999999999998,0.5,2.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Kevin Jousset,Bryan Battle,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Blue,False,Welterweight,MALE,3,0,2,0,5.12,0.52,0.4,0.77,0.17,3,1,14,0,0,0,1,2,2,0,5,Orthodox,185.42,195.58,170,0,2,0,6.61,0.51,0.3,0.69,0.4,2,0,4,0,0,0,1,0,1,0,2,Orthodox,187.96,190.5,170,31,30,0,0,1,3,1,10,0,2,1,-2.539999999999992,5.0800000000000125,-1,-1.4900000000000002,0.1,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Morgan Charriere,Gabriel Miranda,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Featherweight,MALE,3,0,1,0,2.82,0.4,1.3,3.85,0.33,1,1,3,0,0,0,0,0,1,0,1,Orthodox,180.34,180.34,145,1,0,0,3.87,0.51,0.6,2.47,0.57,1,1,4,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,145,28,34,-1,1,0,0,0,-1,0,-1,1,7.620000000000003,5.0800000000000125,6,-1.0500000000000005,0.7000000000000001,1.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Fares Ziam,Matt Frevola,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,3,1,0,1,3.37,0.4,1.0,2.39,0.39,3,4,20,0,0,1,1,3,1,0,6,Orthodox,175.26,180.34,155,0,3,0,2.85,0.51,0.2,1.62,0.4,3,2,19,0,1,1,3,0,0,0,5,Orthodox,185.42,190.5,155,27,34,1,-3,0,1,2,1,0,3,1,-10.160000000000023,-10.159999999999997,7,0.52,0.8,0.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ion Cutelaba,Ivan Erslan,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Light Heavyweight,MALE,3,0,0,0,2.6,0.56,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,182.88,205,1,0,1,4.3,0.43,0.1,4.17,0.52,2,9,30,0,0,0,2,4,0,0,6,Southpaw,185.42,190.5,205,30,32,-1,0,-2,-6,-9,-30,0,-4,0,2.539999999999992,-7.620000000000003,2,-1.6999999999999995,-0.1,-3.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Oumar Sy,Da Woon Jung,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Light Heavyweight,MALE,3,3,0,1,3.24,0.4,0.2,1.59,0.47,2,3,18,0,0,0,1,2,1,0,4,Orthodox,193.04,198.12,205,0,1,0,4.81,0.59,0.8,3.21,0.4,1,0,1,0,0,0,0,0,1,0,1,Orthodox,193.04,210.82,205,28,30,3,-1,1,3,3,17,0,2,0,0.0,-12.699999999999989,2,-1.5699999999999994,-0.6000000000000001,-1.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ludovit Klein,Roosevelt Roberts,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,3,3,0,0,2.84,0.43,0.7,1.18,0.26,3,4,20,0,0,0,2,0,3,0,5,Orthodox,187.96,185.42,155,0,5,1,3.81,0.54,0.0,1.7,0.51,3,2,23,0,0,1,3,2,0,0,6,Southpaw,170.18,182.88,155,29,30,3,-5,0,-1,2,-3,0,-2,3,17.78,2.5400000000000205,1,-0.9700000000000002,0.7,-0.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Taylor Lapilus,Vince Morales,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Bantamweight,MALE,3,2,0,0,3.84,0.37,0.3,0.54,0.35,2,6,23,0,0,0,2,1,0,0,3,Orthodox,170.18,177.8,135,0,1,0,4.59,0.48,0.3,0.27,0.33,2,2,20,0,0,0,4,1,0,0,5,Southpaw,167.64,185.42,135,32,33,2,-1,0,-2,4,3,0,0,0,2.539999999999992,-7.620000000000003,1,-0.75,0.0,0.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ailin Perez,Daria Zhelezniakova,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,3.29,0.38,0.0,0.8,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,172.72,135,0,3,0,3.1,0.54,0.2,4.68,0.46,3,1,11,0,0,0,3,0,0,0,3,Switch,165.1,167.64,135,29,28,0,-2,-2,-2,-1,-8,0,0,0,10.159999999999997,5.079999999999984,-1,0.1899999999999999,-0.2,-3.88,1,,15.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Daniel Barez,Victor Altamirano,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Flyweight,MALE,3,2,0,0,4.58,0.53,0.0,2.88,0.38,2,3,16,0,0,1,1,1,0,0,3,Switch,172.72,177.8,125,2,0,0,4.1,0.52,0.9,2.24,0.31,0,2,4,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,35,33,0,0,2,3,1,12,0,1,0,5.079999999999984,10.159999999999997,-2,0.4800000000000004,-0.9,0.6399999999999997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Nora Cornolle,Jacqueline Cavalcanti,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Blue,False,Women's Bantamweight,FEMALE,3,0,2,0,5.73,0.46,0.0,0.0,0.0,2,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,177.8,135,0,2,0,3.41,0.53,0.0,0.39,0.11,2,0,5,0,0,0,1,1,0,0,2,Orthodox,170.18,170.18,135,34,27,0,0,0,0,0,1,0,-1,0,2.539999999999992,7.620000000000003,-7,2.3200000000000003,0.0,-0.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Bolaji Oki,Chris Duncan,,,,,2024-09-28,"Paris, Ile-de-France, France",France,Blue,False,Lightweight,MALE,3,1,0,0,4.7,0.46,0.3,3.53,0.37,3,2,10,0,0,1,1,1,0,0,3,Orthodox,177.8,180.34,155,0,2,0,5.63,0.45,0.0,2.11,0.75,2,0,4,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,155,28,31,1,-2,1,1,2,6,0,0,0,0.0,-5.0800000000000125,3,-0.9299999999999996,0.3,1.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Alex Pereira,Khalil Rountree Jr.,,,,,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,True,Light Heavyweight,MALE,5,0,5,0,3.73,0.38,0.1,0.0,0.0,5,5,29,1,0,1,1,7,0,0,9,Southpaw,185.42,193.04,205,0,4,0,5.0,0.62,0.2,0.11,0.5,4,1,21,6,0,1,1,6,0,0,8,Orthodox,193.04,200.66,205,37,34,0,1,1,1,4,8,-5,1,0,-7.619999999999976,-7.620000000000003,-3,-1.27,-0.1,-0.11,1,8.0,0.0,,,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,Red,,,,,,,,,,,
Raquel Pennington,Julianna Pena,,,,,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,True,Women's Bantamweight,FEMALE,5,1,0,0,3.25,0.44,0.8,1.81,0.56,4,3,26,3,0,0,3,2,2,0,7,Orthodox,167.64,175.26,135,0,6,0,4.1,0.49,0.6,0.83,0.27,6,5,54,2,0,3,7,0,3,0,13,Orthodox,170.18,170.18,135,36,35,1,-6,-2,-6,-2,-28,1,2,-1,-2.539999999999992,5.079999999999984,-1,-0.8499999999999996,0.2,0.98,1,1.0,0.0,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,Red,,,,,,,,,,,
Jose Aldo,Mario Bautista,,,,,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Bantamweight,MALE,3,0,6,0,5.33,0.47,0.9,1.92,0.33,6,2,20,0,0,0,4,1,3,0,8,Switch,175.26,175.26,135,0,1,0,3.62,0.46,0.1,0.49,0.53,15,7,90,15,0,0,11,11,0,0,22,Orthodox,170.18,177.8,135,38,31,0,5,-9,-14,-5,-70,-15,-10,3,5.079999999999984,-2.5400000000000205,-7,1.71,0.8,1.43,1,11.0,10.0,,,,,,,,,,,10.0,,,,,,,,,,,,,11.0,,,Red,,,,,,,,,,,
